Name,Email,Financial Status,Paid at,Currency,Total,Refunded Amount,Referring Site
#1487,x@y.com,paid,2026-06-13 00:15:00 +0000,USD,97.5,,https://l.facebook.com/
#1487,x@y.com,paid,2026-06-13 00:15:00 +0000,USD,97.5,,https://l.facebook.com/
#1488,x@y.com,paid,2026-06-13 10:38:00 +0000,USD,97.14,,https://l.facebook.com/
#1489,x@y.com,paid,2026-06-13 14:07:00 +0000,USD,156.22,,https://l.facebook.com/
#1489,x@y.com,paid,2026-06-13 14:07:00 +0000,USD,156.22,,https://l.facebook.com/
#1490,x@y.com,paid,2026-06-13 05:52:00 +0000,USD,104.47,,https://l.facebook.com/
#1490,x@y.com,paid,2026-06-13 05:52:00 +0000,USD,104.47,,https://l.facebook.com/
#1491,x@y.com,paid,2026-06-13 03:24:00 +0000,USD,132.09,,
#1492,x@y.com,refunded,2026-06-13 06:51:00 +0000,USD,140.61,140.61,https://www.google.com/
#1493,x@y.com,paid,2026-06-13 12:18:00 +0000,USD,201.46,,
#1494,x@y.com,paid,2026-06-13 22:56:00 +0000,USD,202.06,,https://instagram.com/
#1495,x@y.com,paid,2026-06-13 08:18:00 +0000,USD,200.04,,https://www.google.com/
#1496,x@y.com,paid,2026-06-13 22:46:00 +0000,USD,116.65,,
#1497,x@y.com,paid,2026-06-13 08:07:00 +0000,USD,160.91,,https://instagram.com/
#1498,x@y.com,paid,2026-06-13 19:43:00 +0000,USD,175.74,,https://instagram.com/
#1499,x@y.com,paid,2026-06-13 18:09:00 +0000,USD,209.87,,https://www.google.com/
#1500,x@y.com,paid,2026-06-13 20:03:00 +0000,USD,131.29,,https://l.facebook.com/
#1500,x@y.com,paid,2026-06-13 20:03:00 +0000,USD,131.29,,https://l.facebook.com/
#1501,x@y.com,paid,2026-06-13 19:24:00 +0000,USD,161.0,,https://l.facebook.com/
#1502,x@y.com,paid,2026-06-13 00:16:00 +0000,USD,113.37,,
#1503,x@y.com,paid,2026-06-13 08:12:00 +0000,USD,126.26,,https://l.facebook.com/
#1503,x@y.com,paid,2026-06-13 08:12:00 +0000,USD,126.26,,https://l.facebook.com/
#1504,x@y.com,paid,2026-06-13 00:44:00 +0000,USD,151.49,,https://l.facebook.com/
#1505,x@y.com,paid,2026-06-13 16:40:00 +0000,USD,160.8,,https://instagram.com/
#1506,x@y.com,paid,2026-06-13 15:11:00 +0000,USD,86.61,,https://l.facebook.com/
#1506,x@y.com,paid,2026-06-13 15:11:00 +0000,USD,86.61,,https://l.facebook.com/
#1507,x@y.com,paid,2026-06-13 10:35:00 +0000,USD,191.08,,https://instagram.com/
#1507,x@y.com,paid,2026-06-13 10:35:00 +0000,USD,191.08,,https://instagram.com/
#1508,x@y.com,paid,2026-06-13 17:43:00 +0000,USD,109.87,,
#1509,x@y.com,paid,2026-06-13 04:39:00 +0000,USD,198.76,,
#1510,x@y.com,paid,2026-06-14 06:36:00 +0000,USD,133.67,,https://www.google.com/
#1511,x@y.com,paid,2026-06-14 01:08:00 +0000,USD,205.77,,https://l.facebook.com/
#1511,x@y.com,paid,2026-06-14 01:08:00 +0000,USD,205.77,,https://l.facebook.com/
#1512,x@y.com,paid,2026-06-14 14:54:00 +0000,USD,167.29,,https://l.facebook.com/
#1513,x@y.com,paid,2026-06-14 15:14:00 +0000,USD,202.2,,https://www.google.com/
#1514,x@y.com,paid,2026-06-14 17:22:00 +0000,USD,81.93,,https://l.facebook.com/
#1515,x@y.com,paid,2026-06-14 03:23:00 +0000,USD,90.3,,
#1516,x@y.com,paid,2026-06-14 01:43:00 +0000,USD,194.69,,https://www.google.com/
#1517,x@y.com,paid,2026-06-14 14:13:00 +0000,USD,115.88,,https://www.google.com/
#1518,x@y.com,paid,2026-06-14 16:10:00 +0000,USD,136.26,,https://instagram.com/
#1519,x@y.com,paid,2026-06-14 21:06:00 +0000,USD,85.76,,https://www.google.com/
#1520,x@y.com,paid,2026-06-14 08:25:00 +0000,USD,87.74,,https://instagram.com/
#1520,x@y.com,paid,2026-06-14 08:25:00 +0000,USD,87.74,,https://instagram.com/
#1521,x@y.com,paid,2026-06-14 02:07:00 +0000,USD,200.69,,
#1522,x@y.com,paid,2026-06-14 04:28:00 +0000,USD,170.61,,
#1523,x@y.com,paid,2026-06-14 04:28:00 +0000,USD,153.09,,https://l.facebook.com/
#1524,x@y.com,paid,2026-06-14 23:00:00 +0000,USD,119.03,,
#1525,x@y.com,paid,2026-06-14 04:07:00 +0000,USD,194.93,,https://l.facebook.com/
#1526,x@y.com,paid,2026-06-14 05:38:00 +0000,USD,152.77,,https://l.facebook.com/
#1527,x@y.com,refunded,2026-06-14 13:49:00 +0000,USD,115.13,115.13,https://www.google.com/
#1528,x@y.com,refunded,2026-06-14 15:25:00 +0000,USD,92.41,92.41,https://www.google.com/
#1529,x@y.com,paid,2026-06-14 15:19:00 +0000,USD,187.36,,https://l.facebook.com/
#1530,x@y.com,paid,2026-06-14 02:26:00 +0000,USD,199.03,,https://www.google.com/
#1531,x@y.com,paid,2026-06-14 23:26:00 +0000,USD,203.23,,https://l.facebook.com/
#1532,x@y.com,paid,2026-06-14 16:34:00 +0000,USD,185.78,,
#1533,x@y.com,paid,2026-06-14 05:38:00 +0000,USD,110.84,,https://l.facebook.com/
#1534,x@y.com,paid,2026-06-14 22:59:00 +0000,USD,178.23,,https://instagram.com/
#1535,x@y.com,paid,2026-06-14 05:15:00 +0000,USD,139.19,,https://l.facebook.com/
#1535,x@y.com,paid,2026-06-14 05:15:00 +0000,USD,139.19,,https://l.facebook.com/
#1536,x@y.com,paid,2026-06-14 11:04:00 +0000,USD,143.51,,https://instagram.com/
#1537,x@y.com,paid,2026-06-14 02:44:00 +0000,USD,107.74,,https://l.facebook.com/
#1537,x@y.com,paid,2026-06-14 02:44:00 +0000,USD,107.74,,https://l.facebook.com/
#1538,x@y.com,paid,2026-06-14 13:50:00 +0000,USD,131.69,,https://instagram.com/
#1539,x@y.com,paid,2026-06-14 17:54:00 +0000,USD,94.28,,https://instagram.com/
#1540,x@y.com,paid,2026-06-14 12:43:00 +0000,USD,183.57,,
#1541,x@y.com,paid,2026-06-15 05:58:00 +0000,USD,128.75,,
#1542,x@y.com,paid,2026-06-15 20:33:00 +0000,USD,156.1,,https://www.google.com/
#1543,x@y.com,paid,2026-06-15 03:56:00 +0000,USD,148.51,,https://instagram.com/
#1544,x@y.com,paid,2026-06-15 09:59:00 +0000,USD,124.57,,https://l.facebook.com/
#1544,x@y.com,paid,2026-06-15 09:59:00 +0000,USD,124.57,,https://l.facebook.com/
#1545,x@y.com,paid,2026-06-15 06:40:00 +0000,USD,184.4,,https://instagram.com/
#1546,x@y.com,refunded,2026-06-15 02:50:00 +0000,USD,143.54,143.54,https://instagram.com/
#1547,x@y.com,paid,2026-06-15 10:02:00 +0000,USD,109.97,,https://instagram.com/
#1547,x@y.com,paid,2026-06-15 10:02:00 +0000,USD,109.97,,https://instagram.com/
#1548,x@y.com,paid,2026-06-15 19:59:00 +0000,USD,135.86,,https://l.facebook.com/
#1549,x@y.com,paid,2026-06-15 17:41:00 +0000,USD,94.63,,https://l.facebook.com/
#1550,x@y.com,paid,2026-06-15 09:20:00 +0000,USD,144.52,,https://www.google.com/
#1551,x@y.com,paid,2026-06-15 20:02:00 +0000,USD,196.42,,
#1551,x@y.com,paid,2026-06-15 20:02:00 +0000,USD,196.42,,
#1552,x@y.com,paid,2026-06-15 16:33:00 +0000,USD,95.53,,https://l.facebook.com/
#1552,x@y.com,paid,2026-06-15 16:33:00 +0000,USD,95.53,,https://l.facebook.com/
#1553,x@y.com,paid,2026-06-15 19:36:00 +0000,USD,184.37,,
#1553,x@y.com,paid,2026-06-15 19:36:00 +0000,USD,184.37,,
#1554,x@y.com,paid,2026-06-15 05:49:00 +0000,USD,90.19,,https://l.facebook.com/
#1555,x@y.com,paid,2026-06-15 18:17:00 +0000,USD,93.03,,https://l.facebook.com/
#1556,x@y.com,paid,2026-06-15 15:35:00 +0000,USD,91.67,,https://instagram.com/
#1556,x@y.com,paid,2026-06-15 15:35:00 +0000,USD,91.67,,https://instagram.com/
#1557,x@y.com,paid,2026-06-15 08:41:00 +0000,USD,90.29,,https://l.facebook.com/
#1558,x@y.com,paid,2026-06-15 14:02:00 +0000,USD,132.52,,https://l.facebook.com/
#1559,x@y.com,paid,2026-06-15 19:12:00 +0000,USD,85.85,,https://www.google.com/
#1559,x@y.com,paid,2026-06-15 19:12:00 +0000,USD,85.85,,https://www.google.com/
#1560,x@y.com,paid,2026-06-15 12:40:00 +0000,USD,78.39,,
#1561,x@y.com,paid,2026-06-15 22:48:00 +0000,USD,140.84,,https://instagram.com/
#1561,x@y.com,paid,2026-06-15 22:48:00 +0000,USD,140.84,,https://instagram.com/
#1562,x@y.com,paid,2026-06-15 05:27:00 +0000,USD,201.71,,https://l.facebook.com/
#1563,x@y.com,paid,2026-06-15 04:58:00 +0000,USD,198.26,,https://l.facebook.com/
#1564,x@y.com,paid,2026-06-15 17:49:00 +0000,USD,89.99,,
#1565,x@y.com,paid,2026-06-15 11:50:00 +0000,USD,135.69,,https://instagram.com/
#1565,x@y.com,paid,2026-06-15 11:50:00 +0000,USD,135.69,,https://instagram.com/
#1566,x@y.com,paid,2026-06-15 18:44:00 +0000,USD,144.75,,
#1567,x@y.com,paid,2026-06-15 01:35:00 +0000,USD,98.34,,https://www.google.com/
#1568,x@y.com,paid,2026-06-15 11:01:00 +0000,USD,196.14,,https://l.facebook.com/
#1569,x@y.com,paid,2026-06-15 04:03:00 +0000,USD,119.81,,https://l.facebook.com/
#1569,x@y.com,paid,2026-06-15 04:03:00 +0000,USD,119.81,,https://l.facebook.com/
#1570,x@y.com,paid,2026-06-15 14:48:00 +0000,USD,122.41,,https://instagram.com/
#1571,x@y.com,paid,2026-06-15 06:12:00 +0000,USD,102.6,,
#1571,x@y.com,paid,2026-06-15 06:12:00 +0000,USD,102.6,,
#1572,x@y.com,paid,2026-06-15 09:02:00 +0000,USD,119.63,,
#1572,x@y.com,paid,2026-06-15 09:02:00 +0000,USD,119.63,,
#1573,x@y.com,paid,2026-06-15 08:59:00 +0000,USD,142.55,,https://l.facebook.com/
#1574,x@y.com,paid,2026-06-15 03:10:00 +0000,USD,199.44,,
#1575,x@y.com,paid,2026-06-15 09:57:00 +0000,USD,104.47,,https://l.facebook.com/
#1575,x@y.com,paid,2026-06-15 09:57:00 +0000,USD,104.47,,https://l.facebook.com/
#1576,x@y.com,paid,2026-06-15 02:57:00 +0000,USD,87.96,,https://l.facebook.com/
#1576,x@y.com,paid,2026-06-15 02:57:00 +0000,USD,87.96,,https://l.facebook.com/
#1577,x@y.com,paid,2026-06-15 09:58:00 +0000,USD,192.23,,https://l.facebook.com/
#1578,x@y.com,paid,2026-06-15 13:04:00 +0000,USD,184.47,,https://l.facebook.com/
#1578,x@y.com,paid,2026-06-15 13:04:00 +0000,USD,184.47,,https://l.facebook.com/
#1579,x@y.com,paid,2026-06-16 15:04:00 +0000,USD,131.29,,https://instagram.com/
#1580,x@y.com,paid,2026-06-16 18:34:00 +0000,USD,118.57,,https://l.facebook.com/
#1581,x@y.com,paid,2026-06-16 18:31:00 +0000,USD,126.72,,https://l.facebook.com/
#1581,x@y.com,paid,2026-06-16 18:31:00 +0000,USD,126.72,,https://l.facebook.com/
#1582,x@y.com,paid,2026-06-16 09:10:00 +0000,USD,90.24,,https://l.facebook.com/
#1583,x@y.com,paid,2026-06-16 23:56:00 +0000,USD,109.37,,https://www.google.com/
#1584,x@y.com,paid,2026-06-16 00:26:00 +0000,USD,125.56,,https://instagram.com/
#1585,x@y.com,paid,2026-06-16 03:22:00 +0000,USD,131.04,,https://www.google.com/
#1585,x@y.com,paid,2026-06-16 03:22:00 +0000,USD,131.04,,https://www.google.com/
#1586,x@y.com,paid,2026-06-16 22:57:00 +0000,USD,177.16,,
#1587,x@y.com,paid,2026-06-16 18:53:00 +0000,USD,166.96,,https://instagram.com/
#1588,x@y.com,paid,2026-06-16 17:58:00 +0000,USD,187.96,,https://instagram.com/
#1589,x@y.com,paid,2026-06-16 18:10:00 +0000,USD,157.1,,https://l.facebook.com/
#1590,x@y.com,paid,2026-06-16 23:40:00 +0000,USD,97.05,,https://instagram.com/
#1591,x@y.com,paid,2026-06-16 23:24:00 +0000,USD,186.19,,https://l.facebook.com/
#1592,x@y.com,paid,2026-06-16 01:37:00 +0000,USD,204.8,,https://instagram.com/
#1593,x@y.com,paid,2026-06-16 03:37:00 +0000,USD,82.42,,https://l.facebook.com/
#1593,x@y.com,paid,2026-06-16 03:37:00 +0000,USD,82.42,,https://l.facebook.com/
#1594,x@y.com,paid,2026-06-16 08:35:00 +0000,USD,201.37,,https://instagram.com/
#1595,x@y.com,paid,2026-06-16 16:27:00 +0000,USD,102.03,,https://instagram.com/
#1596,x@y.com,paid,2026-06-16 16:14:00 +0000,USD,156.68,,
#1597,x@y.com,paid,2026-06-16 22:22:00 +0000,USD,104.14,,https://instagram.com/
#1598,x@y.com,refunded,2026-06-16 06:46:00 +0000,USD,119.23,119.23,https://l.facebook.com/
#1599,x@y.com,paid,2026-06-16 02:57:00 +0000,USD,164.9,,https://l.facebook.com/
#1600,x@y.com,paid,2026-06-16 22:37:00 +0000,USD,150.35,,https://l.facebook.com/
#1600,x@y.com,paid,2026-06-16 22:37:00 +0000,USD,150.35,,https://l.facebook.com/
#1601,x@y.com,paid,2026-06-16 08:33:00 +0000,USD,94.9,,
#1602,x@y.com,paid,2026-06-16 06:11:00 +0000,USD,175.93,,https://l.facebook.com/
#1603,x@y.com,paid,2026-06-16 22:53:00 +0000,USD,176.22,,https://l.facebook.com/
#1603,x@y.com,paid,2026-06-16 22:53:00 +0000,USD,176.22,,https://l.facebook.com/
#1604,x@y.com,paid,2026-06-16 02:56:00 +0000,USD,190.01,,https://www.google.com/
#1605,x@y.com,paid,2026-06-16 15:03:00 +0000,USD,83.74,,
#1605,x@y.com,paid,2026-06-16 15:03:00 +0000,USD,83.74,,
#1606,x@y.com,paid,2026-06-16 13:23:00 +0000,USD,190.8,,https://l.facebook.com/
#1607,x@y.com,paid,2026-06-16 23:45:00 +0000,USD,162.42,,
#1607,x@y.com,paid,2026-06-16 23:45:00 +0000,USD,162.42,,
#1608,x@y.com,paid,2026-06-16 21:52:00 +0000,USD,139.02,,https://instagram.com/
#1609,x@y.com,paid,2026-06-16 07:08:00 +0000,USD,98.63,,
#1610,x@y.com,paid,2026-06-16 04:43:00 +0000,USD,205.82,,https://www.google.com/
#1611,x@y.com,paid,2026-06-16 09:39:00 +0000,USD,166.46,,https://l.facebook.com/
#1612,x@y.com,paid,2026-06-16 21:03:00 +0000,USD,124.76,,https://l.facebook.com/
#1613,x@y.com,paid,2026-06-16 14:29:00 +0000,USD,166.16,,
#1614,x@y.com,paid,2026-06-16 19:23:00 +0000,USD,157.37,,https://l.facebook.com/
#1615,x@y.com,paid,2026-06-16 15:31:00 +0000,USD,86.23,,https://l.facebook.com/
#1616,x@y.com,paid,2026-06-17 20:25:00 +0000,USD,179.94,,https://instagram.com/
#1617,x@y.com,paid,2026-06-17 18:25:00 +0000,USD,151.15,,https://l.facebook.com/
#1618,x@y.com,paid,2026-06-17 09:47:00 +0000,USD,114.26,,https://l.facebook.com/
#1618,x@y.com,paid,2026-06-17 09:47:00 +0000,USD,114.26,,https://l.facebook.com/
#1619,x@y.com,paid,2026-06-17 11:51:00 +0000,USD,176.22,,https://instagram.com/
#1620,x@y.com,paid,2026-06-17 16:19:00 +0000,USD,122.81,,https://l.facebook.com/
#1621,x@y.com,paid,2026-06-17 22:18:00 +0000,USD,120.83,,https://instagram.com/
#1622,x@y.com,paid,2026-06-17 17:22:00 +0000,USD,142.47,,https://l.facebook.com/
#1623,x@y.com,paid,2026-06-17 22:38:00 +0000,USD,131.87,,
#1624,x@y.com,paid,2026-06-17 04:15:00 +0000,USD,192.38,,https://l.facebook.com/
#1625,x@y.com,paid,2026-06-17 05:52:00 +0000,USD,188.87,,
#1626,x@y.com,paid,2026-06-17 10:32:00 +0000,USD,160.41,,https://l.facebook.com/
#1627,x@y.com,paid,2026-06-17 23:42:00 +0000,USD,85.84,,
#1628,x@y.com,paid,2026-06-17 19:27:00 +0000,USD,112.28,,https://l.facebook.com/
#1629,x@y.com,paid,2026-06-17 06:56:00 +0000,USD,189.83,,https://www.google.com/
#1630,x@y.com,paid,2026-06-17 02:30:00 +0000,USD,197.08,,https://www.google.com/
#1631,x@y.com,paid,2026-06-17 23:33:00 +0000,USD,145.66,,https://l.facebook.com/
#1632,x@y.com,paid,2026-06-17 23:31:00 +0000,USD,186.92,,
#1632,x@y.com,paid,2026-06-17 23:31:00 +0000,USD,186.92,,
#1633,x@y.com,paid,2026-06-17 20:33:00 +0000,USD,143.39,,https://l.facebook.com/
#1634,x@y.com,paid,2026-06-17 23:11:00 +0000,USD,200.15,,https://l.facebook.com/
#1634,x@y.com,paid,2026-06-17 23:11:00 +0000,USD,200.15,,https://l.facebook.com/
#1635,x@y.com,paid,2026-06-17 13:32:00 +0000,USD,121.46,,https://www.google.com/
#1636,x@y.com,paid,2026-06-17 02:49:00 +0000,USD,191.99,,https://l.facebook.com/
#1636,x@y.com,paid,2026-06-17 02:49:00 +0000,USD,191.99,,https://l.facebook.com/
#1637,x@y.com,paid,2026-06-17 02:48:00 +0000,USD,126.42,,https://l.facebook.com/
#1637,x@y.com,paid,2026-06-17 02:48:00 +0000,USD,126.42,,https://l.facebook.com/
#1638,x@y.com,paid,2026-06-17 19:21:00 +0000,USD,86.24,,https://l.facebook.com/
#1638,x@y.com,paid,2026-06-17 19:21:00 +0000,USD,86.24,,https://l.facebook.com/
#1639,x@y.com,paid,2026-06-17 07:01:00 +0000,USD,204.13,,https://l.facebook.com/
#1640,x@y.com,paid,2026-06-17 13:23:00 +0000,USD,189.89,,https://www.google.com/
#1641,x@y.com,paid,2026-06-17 14:01:00 +0000,USD,118.45,,https://instagram.com/
#1642,x@y.com,paid,2026-06-17 22:08:00 +0000,USD,158.43,,https://l.facebook.com/
#1643,x@y.com,paid,2026-06-17 06:15:00 +0000,USD,120.55,,
#1644,x@y.com,paid,2026-06-17 06:34:00 +0000,USD,98.6,,
#1644,x@y.com,paid,2026-06-17 06:34:00 +0000,USD,98.6,,
#1645,x@y.com,paid,2026-06-17 02:10:00 +0000,USD,84.78,,
#1646,x@y.com,refunded,2026-06-17 02:55:00 +0000,USD,168.1,168.1,
#1647,x@y.com,paid,2026-06-18 21:14:00 +0000,USD,104.89,,https://www.google.com/
#1648,x@y.com,paid,2026-06-18 03:51:00 +0000,USD,125.42,,https://l.facebook.com/
#1649,x@y.com,paid,2026-06-18 08:00:00 +0000,USD,136.11,,https://www.google.com/
#1649,x@y.com,paid,2026-06-18 08:00:00 +0000,USD,136.11,,https://www.google.com/
#1650,x@y.com,paid,2026-06-18 22:31:00 +0000,USD,148.83,,
#1651,x@y.com,paid,2026-06-18 07:35:00 +0000,USD,207.16,,
#1652,x@y.com,paid,2026-06-18 16:07:00 +0000,USD,145.23,,
#1653,x@y.com,paid,2026-06-18 12:15:00 +0000,USD,201.44,,
#1654,x@y.com,paid,2026-06-18 00:15:00 +0000,USD,86.28,,https://www.google.com/
#1655,x@y.com,paid,2026-06-18 15:26:00 +0000,USD,140.15,,
#1656,x@y.com,refunded,2026-06-18 00:38:00 +0000,USD,204.31,204.31,https://l.facebook.com/
#1657,x@y.com,paid,2026-06-18 04:37:00 +0000,USD,162.94,,
#1658,x@y.com,paid,2026-06-18 20:55:00 +0000,USD,137.59,,https://instagram.com/
#1659,x@y.com,paid,2026-06-18 05:53:00 +0000,USD,167.98,,https://instagram.com/
#1659,x@y.com,paid,2026-06-18 05:53:00 +0000,USD,167.98,,https://instagram.com/
#1660,x@y.com,paid,2026-06-18 11:12:00 +0000,USD,187.44,,https://l.facebook.com/
#1661,x@y.com,paid,2026-06-18 04:18:00 +0000,USD,136.76,,https://instagram.com/
#1662,x@y.com,paid,2026-06-18 06:56:00 +0000,USD,134.91,,
#1663,x@y.com,paid,2026-06-18 18:32:00 +0000,USD,117.94,,
#1664,x@y.com,paid,2026-06-18 02:48:00 +0000,USD,151.27,,https://instagram.com/
#1664,x@y.com,paid,2026-06-18 02:48:00 +0000,USD,151.27,,https://instagram.com/
#1665,x@y.com,paid,2026-06-18 12:29:00 +0000,USD,141.35,,https://l.facebook.com/
#1665,x@y.com,paid,2026-06-18 12:29:00 +0000,USD,141.35,,https://l.facebook.com/
#1666,x@y.com,paid,2026-06-18 19:26:00 +0000,USD,183.03,,https://l.facebook.com/
#1667,x@y.com,paid,2026-06-18 16:05:00 +0000,USD,167.73,,https://l.facebook.com/
#1667,x@y.com,paid,2026-06-18 16:05:00 +0000,USD,167.73,,https://l.facebook.com/
#1668,x@y.com,paid,2026-06-18 02:55:00 +0000,USD,92.32,,https://l.facebook.com/
#1668,x@y.com,paid,2026-06-18 02:55:00 +0000,USD,92.32,,https://l.facebook.com/
#1669,x@y.com,paid,2026-06-18 19:37:00 +0000,USD,151.06,,https://l.facebook.com/
#1670,x@y.com,paid,2026-06-18 23:08:00 +0000,USD,80.97,,https://l.facebook.com/
#1671,x@y.com,refunded,2026-06-18 13:54:00 +0000,USD,112.25,112.25,https://www.google.com/
#1672,x@y.com,paid,2026-06-18 02:51:00 +0000,USD,139.96,,https://instagram.com/
#1672,x@y.com,paid,2026-06-18 02:51:00 +0000,USD,139.96,,https://instagram.com/
#1673,x@y.com,refunded,2026-06-18 07:11:00 +0000,USD,98.3,98.3,https://www.google.com/
#1674,x@y.com,paid,2026-06-18 19:35:00 +0000,USD,198.36,,https://l.facebook.com/
#1675,x@y.com,paid,2026-06-18 21:13:00 +0000,USD,112.68,,
#1676,x@y.com,paid,2026-06-18 20:02:00 +0000,USD,100.27,,https://l.facebook.com/
#1677,x@y.com,paid,2026-06-18 07:15:00 +0000,USD,174.88,,https://www.google.com/
#1678,x@y.com,paid,2026-06-19 14:17:00 +0000,USD,103.2,,
#1679,x@y.com,paid,2026-06-19 23:11:00 +0000,USD,125.97,,
#1680,x@y.com,paid,2026-06-19 12:38:00 +0000,USD,160.17,,https://l.facebook.com/
#1681,x@y.com,paid,2026-06-19 23:55:00 +0000,USD,110.62,,
#1682,x@y.com,paid,2026-06-19 04:54:00 +0000,USD,165.78,,https://l.facebook.com/
#1683,x@y.com,paid,2026-06-19 21:10:00 +0000,USD,146.37,,https://www.google.com/
#1684,x@y.com,paid,2026-06-19 03:59:00 +0000,USD,116.66,,https://l.facebook.com/
#1685,x@y.com,paid,2026-06-19 15:11:00 +0000,USD,80.79,,
#1686,x@y.com,paid,2026-06-19 00:12:00 +0000,USD,169.6,,
#1687,x@y.com,paid,2026-06-19 21:38:00 +0000,USD,101.64,,https://www.google.com/
#1687,x@y.com,paid,2026-06-19 21:38:00 +0000,USD,101.64,,https://www.google.com/
#1688,x@y.com,paid,2026-06-19 16:44:00 +0000,USD,140.19,,https://instagram.com/
#1689,x@y.com,paid,2026-06-19 09:39:00 +0000,USD,114.46,,
#1690,x@y.com,paid,2026-06-19 11:48:00 +0000,USD,150.45,,https://l.facebook.com/
#1690,x@y.com,paid,2026-06-19 11:48:00 +0000,USD,150.45,,https://l.facebook.com/
#1691,x@y.com,paid,2026-06-19 11:09:00 +0000,USD,143.06,,https://www.google.com/
#1691,x@y.com,paid,2026-06-19 11:09:00 +0000,USD,143.06,,https://www.google.com/
#1692,x@y.com,paid,2026-06-19 14:05:00 +0000,USD,146.46,,https://l.facebook.com/
#1693,x@y.com,paid,2026-06-19 19:14:00 +0000,USD,80.29,,https://www.google.com/
#1693,x@y.com,paid,2026-06-19 19:14:00 +0000,USD,80.29,,https://www.google.com/
#1694,x@y.com,paid,2026-06-19 21:35:00 +0000,USD,209.04,,
#1695,x@y.com,paid,2026-06-19 21:35:00 +0000,USD,166.06,,https://l.facebook.com/
#1696,x@y.com,paid,2026-06-19 05:25:00 +0000,USD,134.48,,https://instagram.com/
#1697,x@y.com,refunded,2026-06-19 22:11:00 +0000,USD,117.35,117.35,https://l.facebook.com/
#1698,x@y.com,paid,2026-06-19 20:54:00 +0000,USD,152.77,,https://l.facebook.com/
#1698,x@y.com,paid,2026-06-19 20:54:00 +0000,USD,152.77,,https://l.facebook.com/
#1699,x@y.com,paid,2026-06-19 14:04:00 +0000,USD,78.79,,
#1699,x@y.com,paid,2026-06-19 14:04:00 +0000,USD,78.79,,
#1700,x@y.com,paid,2026-06-19 09:55:00 +0000,USD,206.28,,https://instagram.com/
#1701,x@y.com,paid,2026-06-19 00:50:00 +0000,USD,158.96,,
#1701,x@y.com,paid,2026-06-19 00:50:00 +0000,USD,158.96,,
#1702,x@y.com,paid,2026-06-19 08:21:00 +0000,USD,120.69,,https://www.google.com/
#1703,x@y.com,paid,2026-06-19 15:10:00 +0000,USD,199.36,,https://instagram.com/
#1703,x@y.com,paid,2026-06-19 15:10:00 +0000,USD,199.36,,https://instagram.com/
#1704,x@y.com,paid,2026-06-19 19:56:00 +0000,USD,108.6,,https://instagram.com/
#1705,x@y.com,paid,2026-06-19 05:15:00 +0000,USD,139.54,,https://www.google.com/
#1706,x@y.com,paid,2026-06-19 15:43:00 +0000,USD,125.62,,
#1707,x@y.com,paid,2026-06-19 14:25:00 +0000,USD,158.21,,https://instagram.com/
#1707,x@y.com,paid,2026-06-19 14:25:00 +0000,USD,158.21,,https://instagram.com/
#1708,x@y.com,paid,2026-06-19 13:35:00 +0000,USD,133.8,,
#1709,x@y.com,paid,2026-06-19 03:00:00 +0000,USD,203.4,,https://l.facebook.com/
#1710,x@y.com,paid,2026-06-19 05:59:00 +0000,USD,193.33,,
#1710,x@y.com,paid,2026-06-19 05:59:00 +0000,USD,193.33,,
#1711,x@y.com,refunded,2026-06-20 00:43:00 +0000,USD,189.37,189.37,https://l.facebook.com/
#1712,x@y.com,paid,2026-06-20 19:41:00 +0000,USD,129.65,,
#1713,x@y.com,paid,2026-06-20 07:30:00 +0000,USD,155.98,,https://www.google.com/
#1714,x@y.com,paid,2026-06-20 13:30:00 +0000,USD,125.71,,https://instagram.com/
#1715,x@y.com,paid,2026-06-20 08:14:00 +0000,USD,104.43,,
#1716,x@y.com,paid,2026-06-20 16:25:00 +0000,USD,90.08,,https://l.facebook.com/
#1717,x@y.com,paid,2026-06-20 01:21:00 +0000,USD,108.01,,https://www.google.com/
#1718,x@y.com,paid,2026-06-20 05:16:00 +0000,USD,209.52,,https://instagram.com/
#1719,x@y.com,paid,2026-06-20 03:05:00 +0000,USD,176.08,,
#1720,x@y.com,paid,2026-06-20 18:28:00 +0000,USD,149.61,,https://l.facebook.com/
#1721,x@y.com,paid,2026-06-20 19:14:00 +0000,USD,97.44,,
#1721,x@y.com,paid,2026-06-20 19:14:00 +0000,USD,97.44,,
#1722,x@y.com,paid,2026-06-20 13:50:00 +0000,USD,172.68,,
#1723,x@y.com,paid,2026-06-20 02:32:00 +0000,USD,80.5,,
#1724,x@y.com,paid,2026-06-20 11:27:00 +0000,USD,102.36,,https://l.facebook.com/
#1724,x@y.com,paid,2026-06-20 11:27:00 +0000,USD,102.36,,https://l.facebook.com/
#1725,x@y.com,refunded,2026-06-20 08:07:00 +0000,USD,112.13,112.13,
#1725,x@y.com,refunded,2026-06-20 08:07:00 +0000,USD,112.13,112.13,
#1726,x@y.com,paid,2026-06-20 10:04:00 +0000,USD,164.93,,https://www.google.com/
#1727,x@y.com,paid,2026-06-20 15:19:00 +0000,USD,189.59,,https://instagram.com/
#1728,x@y.com,paid,2026-06-20 00:15:00 +0000,USD,138.48,,
#1729,x@y.com,paid,2026-06-20 13:33:00 +0000,USD,156.86,,https://www.google.com/
#1730,x@y.com,paid,2026-06-20 08:48:00 +0000,USD,150.74,,https://instagram.com/
